Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Unemployment rate,Inflation rate,GDP,Daytime/evening attendance,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Target,Marital status,Application mode,Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Application order
18,5,5,8.9,1.4,3.51,1,0,0,1,0,0,Graduate,1,8,9,1,1,1,5,5,1
37,1,0,8.9,1.4,3.51,1,1,1,0,0,1,Dropout,2,12,13,12,23,27,8,8,1
29,5,5,16.2,0.3,-0.92,0,0,0,1,0,0,Graduate,1,8,17,15,22,27,7,7,1
18,6,6,7.6,2.6,0.32,1,0,0,1,0,0,Enrolled,1,8,5,1,22,27,10,10,3
19,5,5,12.4,0.5,1.79,1,1,0,1,0,1,Graduate,1,1,10,1,1,1,10,9,1
22,6,2,16.2,0.3,-0.92,1,1,1,0,0,0,Dropout,1,14,10,1,1,1,4,2,1
20,6,5,15.5,2.8,-4.06,1,0,0,1,0,1,Graduate,1,1,11,1,22,28,10,8,1
34,0,0,12.7,3.7,-1.7,0,0,0,1,0,0,Dropout,1,12,3,1,22,27,13,13,1
30,8,6,7.6,2.6,0.32,1,0,1,0,0,0,Dropout,1,14,7,1,22,28,10,10,1
18,6,6,10.8,1.4,1.74,1,0,0,1,0,0,Graduate,1,1,10,1,1,1,5,5,1
18,6,6,12.4,0.5,1.79,1,0,0,1,0,0,Graduate,1,1,10,1,23,14,10,6,1
18,4,3,9.4,-0.8,-3.12,1,1,0,1,0,0,Graduate,1,1,15,1,3,1,2,4,2
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,0,Graduate,1,8,12,1,4,1,3,4,4
19,5,5,12.7,3.7,-1.7,1,1,0,1,0,1,Graduate,1,1,15,1,23,28,10,10,2
19,6,6,10.8,1.4,1.74,1,1,0,1,0,1,Graduate,1,1,5,1,22,27,10,10,1
18,7,7,12.7,3.7,-1.7,1,0,0,1,0,1,Graduate,1,1,12,1,1,1,10,10,5
21,6,5,13.9,-0.3,0.79,1,0,0,1,0,1,Graduate,1,15,4,14,22,28,5,9,1
20,2,1,7.6,2.6,0.32,1,1,0,0,0,0,Dropout,1,1,9,1,1,14,10,10,2
20,5,5,13.9,-0.3,0.79,1,1,0,1,0,0,Graduate,1,8,9,1,10,14,5,9,1
19,7,8,11.1,0.6,2.02,1,0,0,1,0,0,Graduate,1,1,12,1,5,1,3,6,1
20,6,6,16.2,0.3,-0.92,1,0,0,1,0,0,Graduate,1,1,10,1,1,28,5,6,1
18,7,8,13.9,-0.3,0.79,1,1,0,1,0,0,Graduate,1,8,12,1,10,1,5,11,3
20,5,3,12.7,3.7,-1.7,1,0,0,1,0,0,Dropout,1,13,16,1,22,28,4,4,1
29,7,5,7.6,2.6,0.32,1,0,1,0,0,0,Dropout,2,4,8,3,5,4,3,1,1
18,7,8,12.4,0.5,1.79,1,0,0,1,0,1,Enrolled,1,1,12,1,13,14,6,7,1
20,7,7,15.5,2.8,-4.06,1,1,0,1,0,1,Graduate,1,1,12,1,13,14,6,6,1
22,4,4,16.2,0.3,-0.92,1,1,0,1,0,1,Graduate,1,7,9,1,23,27,10,10,2
47,5,6,16.2,0.3,-0.92,0,1,0,1,0,1,Graduate,4,1,3,1,24,14,5,11,1
31,5,5,8.9,1.4,3.51,0,0,0,1,0,0,Graduate,2,16,17,1,22,27,9,5,1
21,5,6,16.2,0.3,-0.92,1,0,0,1,0,1,Graduate,1,1,5,1,13,27,8,6,1
21,5,6,7.6,2.6,0.32,0,0,0,1,0,0,Graduate,1,1,3,1,23,28,1,1,1
24,6,6,7.6,2.6,0.32,1,0,0,1,0,0,Graduate,2,12,15,9,1,1,5,5,1
18,6,6,15.5,2.8,-4.06,1,0,0,1,0,0,Enrolled,1,8,5,1,4,27,3,10,1
32,4,4,7.6,2.6,0.32,0,0,0,1,0,0,Graduate,1,12,3,11,19,1,12,3,1
19,6,6,10.8,1.4,1.74,0,1,0,1,0,1,Graduate,1,9,3,1,3,1,4,5,2
24,8,8,9.4,-0.8,-3.12,1,1,0,1,0,0,Graduate,1,12,12,1,3,3,2,2,1
19,6,6,15.5,2.8,-4.06,1,1,0,1,0,0,Graduate,1,8,6,1,13,14,5,11,4
19,6,6,13.9,-0.3,0.79,1,0,1,1,0,1,Graduate,1,15,4,14,13,27,7,7,1
24,6,5,12.4,0.5,1.79,1,0,0,1,0,0,Enrolled,1,15,4,14,22,27,10,5,1
18,6,6,8.9,1.4,3.51,1,1,0,1,0,1,Graduate,1,8,10,1,13,14,29,29,4
19,5,2,8.9,1.4,3.51,1,1,0,1,0,1,Dropout,1,1,5,1,23,27,4,7,1
19,7,7,10.8,1.4,1.74,1,0,0,1,0,1,Graduate,2,1,12,1,3,28,3,5,1
18,6,6,12.4,0.5,1.79,1,1,0,1,0,1,Graduate,1,8,15,1,13,28,10,9,2
18,6,6,12.4,0.5,1.79,1,1,0,1,0,0,Graduate,1,1,10,1,1,1,4,4,1
20,7,8,12.4,0.5,1.79,1,1,0,1,0,0,Graduate,1,8,13,1,1,1,5,11,4
18,8,8,9.4,-0.8,-3.12,1,0,0,1,0,0,Graduate,1,1,12,1,13,28,6,8,1
18,6,6,11.1,0.6,2.02,1,1,0,1,0,0,Graduate,1,8,14,1,23,28,10,8,4
21,4,5,10.8,1.4,1.74,1,1,0,1,0,1,Graduate,1,1,6,1,23,27,10,10,2
18,7,8,15.5,2.8,-4.06,1,0,0,1,0,1,Graduate,1,1,12,1,13,14,5,10,1
18,2,4,9.4,-0.8,-3.12,1,0,1,0,0,0,Dropout,1,16,14,1,13,14,6,6,1
19,0,0,9.4,-0.8,-3.12,1,1,0,1,0,0,Dropout,1,8,10,1,1,9,5,4,2
19,4,4,10.8,1.4,1.74,1,1,0,1,0,0,Enrolled,1,1,14,1,1,14,5,11,1
18,6,4,11.1,0.6,2.02,1,1,0,1,0,0,Graduate,1,8,14,1,1,14,6,6,4
34,1,0,12.7,3.7,-1.7,1,1,0,1,0,0,Dropout,1,12,8,3,3,1,12,12,1
19,5,5,7.6,2.6,0.32,1,0,0,1,0,0,Graduate,1,1,6,1,9,9,12,12,3
19,5,2,12.4,0.5,1.79,1,1,1,0,0,0,Dropout,1,15,8,14,22,27,8,9,1
26,6,6,11.1,0.6,2.02,1,0,1,1,0,0,Graduate,1,16,10,1,3,14,3,2,1
21,3,3,7.6,2.6,0.32,1,1,0,1,0,0,Dropout,1,8,16,1,19,24,1,1,1
18,5,5,11.1,0.6,2.02,1,0,0,1,0,1,Graduate,1,8,9,1,13,14,5,9,2
20,5,5,9.4,-0.8,-3.12,1,1,0,1,0,1,Graduate,1,8,16,1,23,28,6,8,4
25,2,0,11.1,0.6,2.02,1,0,0,1,0,0,Dropout,1,16,9,1,1,1,5,5,1
18,5,5,11.1,0.6,2.02,1,0,0,1,0,0,Graduate,1,1,9,1,1,28,5,4,1
18,7,8,16.2,0.3,-0.92,1,1,0,1,0,1,Graduate,1,1,12,1,13,14,4,7,1
19,7,8,11.1,0.6,2.02,1,0,0,1,0,0,Graduate,1,1,12,1,26,14,4,6,1
18,6,6,12.4,0.5,1.79,1,0,0,1,0,1,Graduate,1,1,10,1,13,28,6,10,1
20,6,6,15.5,2.8,-4.06,1,0,0,1,0,0,Enrolled,1,8,12,1,23,28,8,8,1
26,0,0,8.9,1.4,3.51,1,0,1,0,0,0,Dropout,1,4,6,15,13,14,10,6,1
19,7,7,10.8,1.4,1.74,1,1,0,1,0,1,Graduate,1,13,12,1,22,27,8,10,1
19,7,8,16.2,0.3,-0.92,1,0,0,1,0,0,Graduate,1,1,12,1,1,1,6,2,1
19,5,8,7.6,2.6,0.32,1,0,0,1,0,0,Graduate,1,14,9,1,22,27,10,10,4
19,3,3,7.6,2.6,0.32,1,1,0,1,0,0,Enrolled,1,3,6,1,1,14,8,6,3
18,6,3,16.2,0.3,-0.92,1,1,0,1,0,0,Graduate,1,1,11,1,13,14,6,9,1
19,6,6,7.6,2.6,0.32,1,1,0,1,0,0,Graduate,1,14,12,6,1,27,10,10,1
18,6,5,13.9,-0.3,0.79,1,0,1,1,0,0,Graduate,1,1,10,1,1,1,10,7,1
18,5,5,9.4,-0.8,-3.12,1,1,0,1,0,0,Enrolled,1,1,16,1,2,14,5,5,1
18,5,5,9.4,-0.8,-3.12,1,1,0,1,0,0,Enrolled,1,1,6,1,13,28,10,6,1
18,5,6,11.1,0.6,2.02,1,1,0,1,0,0,Enrolled,1,1,16,1,1,28,10,7,1
26,0,0,16.2,0.3,-0.92,1,0,1,1,0,0,Dropout,1,15,7,14,13,27,5,8,1
20,6,6,12.4,0.5,1.79,1,1,0,1,0,0,Graduate,1,1,10,1,23,28,8,8,1
19,6,6,12.7,3.7,-1.7,0,0,0,1,0,0,Graduate,1,1,3,1,22,28,10,11,1
18,6,6,9.4,-0.8,-3.12,1,1,0,1,0,1,Graduate,1,1,10,1,19,27,5,10,1
19,6,6,13.9,-0.3,0.79,1,0,0,1,0,0,Graduate,1,15,10,14,23,27,8,8,1
40,7,7,12.4,0.5,1.79,1,0,1,1,0,0,Graduate,1,4,16,15,26,3,3,2,1
18,8,8,9.4,-0.8,-3.12,1,1,0,1,0,1,Graduate,1,1,12,1,23,28,8,8,4
19,5,6,13.9,-0.3,0.79,1,0,0,1,0,0,Graduate,1,8,10,1,3,1,10,11,1
18,4,4,7.6,2.6,0.32,1,0,0,1,0,0,Graduate,1,8,8,1,2,7,4,6,1
19,4,3,9.4,-0.8,-3.12,1,1,0,1,0,0,Enrolled,1,1,6,1,1,2,4,2,1
18,0,0,15.5,2.8,-4.06,1,1,0,1,0,0,Dropout,1,1,2,1,3,3,3,3,1
33,6,6,12.4,0.5,1.79,0,1,0,1,0,0,Graduate,2,12,3,1,22,27,10,10,1
35,6,6,16.2,0.3,-0.92,1,0,0,1,0,0,Graduate,1,12,4,3,3,3,2,3,1
26,4,2,9.4,-0.8,-3.12,1,1,0,1,0,0,Enrolled,1,13,9,1,22,28,10,2,1
18,6,6,9.4,-0.8,-3.12,1,1,0,1,0,0,Graduate,1,1,15,1,13,14,8,6,1
36,13,9,15.5,2.8,-4.06,1,0,0,1,0,0,Enrolled,1,14,10,1,22,27,10,10,1
39,5,5,10.8,1.4,1.74,0,0,0,1,0,0,Graduate,4,12,17,1,22,27,7,7,1
44,6,6,12.7,3.7,-1.7,1,0,0,1,0,0,Graduate,2,12,10,1,22,27,10,10,1
20,5,4,9.4,-0.8,-3.12,0,0,0,1,0,0,Enrolled,1,1,3,1,3,1,4,10,2
24,4,4,12.7,3.7,-1.7,1,1,0,1,0,0,Dropout,1,1,11,1,13,14,10,10,1
20,6,6,12.4,0.5,1.79,1,0,0,1,0,1,Graduate,1,14,15,1,13,14,10,9,1
19,0,0,9.4,-0.8,-3.12,1,1,0,0,0,0,Dropout,1,1,2,1,1,1,10,6,4
18,6,6,7.6,2.6,0.32,1,0,1,1,0,1,Graduate,2,1,12,1,22,28,10,8,1
22,5,0,10.8,1.4,1.74,1,0,1,0,0,0,Dropout,1,1,11,1,13,14,5,7,1
18,6,6,11.1,0.6,2.02,1,1,0,1,0,0,Graduate,1,8,6,1,13,1,5,6,1
24,6,7,13.9,-0.3,0.79,1,0,0,1,0,0,Graduate,1,12,12,12,23,27,10,10,1
33,0,0,12.7,3.7,-1.7,0,0,0,1,0,0,Dropout,1,12,17,1,22,27,12,9,1
30,0,0,11.1,0.6,2.02,1,0,1,1,0,1,Enrolled,1,12,4,1,22,27,4,9,1
26,0,0,8.9,1.4,3.51,1,0,0,1,0,0,Dropout,1,12,6,17,3,29,3,4,1
18,6,6,10.8,1.4,1.74,1,1,0,1,0,0,Graduate,1,8,16,1,13,28,5,2,4
19,3,2,10.8,1.4,1.74,1,0,1,1,0,0,Dropout,1,1,15,1,22,28,10,8,1
20,3,4,16.2,0.3,-0.92,1,1,0,1,0,0,Enrolled,1,8,9,1,13,28,10,11,4
22,8,7,8.9,1.4,3.51,1,1,0,1,0,1,Graduate,1,17,6,16,13,27,10,9,1
19,5,5,7.6,2.6,0.32,1,1,0,1,0,0,Enrolled,1,1,12,1,1,1,10,2,4
21,6,6,15.5,2.8,-4.06,1,1,0,1,0,1,Graduate,1,1,6,1,22,28,8,6,1
21,6,6,7.6,2.6,0.32,1,1,0,1,0,1,Graduate,1,1,12,1,13,28,5,9,4
19,1,5,7.6,2.6,0.32,1,0,0,1,0,0,Enrolled,1,8,6,1,13,27,3,8,1
19,7,6,8.9,1.4,3.51,1,1,0,1,0,1,Graduate,1,1,16,1,23,27,29,46,1
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,0,Dropout,1,1,12,1,13,14,10,6,6
50,11,7,16.2,0.3,-0.92,0,0,0,1,0,0,Graduate,2,14,3,1,22,29,10,5,1
31,4,4,13.9,-0.3,0.79,0,0,0,1,0,1,Enrolled,4,12,17,1,23,14,10,8,1
19,6,6,15.5,2.8,-4.06,1,0,0,1,0,1,Graduate,1,8,15,1,1,14,5,8,1
35,5,5,13.9,-0.3,0.79,0,0,0,1,0,0,Graduate,4,12,17,1,1,27,20,43,1
31,0,0,12.7,3.7,-1.7,1,0,0,1,0,0,Dropout,2,12,6,12,23,28,5,8,1
42,10,10,11.1,0.6,2.02,0,0,1,1,0,0,Enrolled,2,16,3,12,22,27,10,10,1
34,0,0,9.4,-0.8,-3.12,1,1,0,0,0,0,Dropout,1,9,9,1,22,27,10,10,4
18,7,8,12.4,0.5,1.79,1,1,0,1,0,1,Graduate,1,1,12,1,1,1,5,5,1
18,7,6,8.9,1.4,3.51,1,1,0,0,0,1,Enrolled,1,8,16,1,3,3,4,4,1
21,5,2,16.2,0.3,-0.92,1,1,0,1,0,0,Enrolled,1,15,6,14,22,28,6,7,1
26,5,6,16.2,0.3,-0.92,1,0,0,1,0,1,Dropout,4,12,12,12,23,14,6,8,1
20,6,8,13.9,-0.3,0.79,1,0,0,1,0,0,Enrolled,1,14,12,1,13,27,9,9,1
19,3,3,7.6,2.6,0.32,1,0,0,1,0,0,Enrolled,1,1,10,1,23,28,6,8,1
19,6,6,15.5,2.8,-4.06,1,0,0,1,0,1,Graduate,1,1,16,1,13,14,6,6,1
20,9,8,8.9,1.4,3.51,1,0,0,1,0,0,Graduate,1,17,9,16,3,4,3,2,1
19,6,6,7.6,2.6,0.32,1,0,0,1,0,0,Graduate,1,1,10,1,19,24,1,1,1
18,6,6,7.6,2.6,0.32,1,0,0,1,0,0,Graduate,1,1,16,1,22,27,10,10,1
28,11,10,10.8,1.4,1.74,0,0,0,1,0,0,Graduate,1,12,17,3,22,27,10,10,1
22,5,5,15.5,2.8,-4.06,1,1,0,1,0,0,Enrolled,1,8,16,1,1,14,5,6,1
21,6,6,13.9,-0.3,0.79,0,0,0,1,0,1,Graduate,1,15,3,14,22,27,8,8,1
21,4,1,12.4,0.5,1.79,1,1,0,1,0,0,Enrolled,1,15,6,14,4,28,5,6,1
26,5,5,16.2,0.3,-0.92,1,0,0,1,0,0,Enrolled,1,12,12,1,1,14,6,4,1
18,5,5,7.6,2.6,0.32,1,1,1,0,0,0,Dropout,1,1,15,1,18,27,8,8,6
20,2,2,7.6,2.6,0.32,1,0,0,0,0,0,Dropout,1,8,6,1,1,1,10,11,2
18,6,6,11.1,0.6,2.02,1,0,0,1,0,0,Graduate,1,8,6,1,1,14,5,4,2
19,7,7,10.8,1.4,1.74,1,1,0,1,0,1,Graduate,1,1,12,1,1,1,5,10,4
20,11,11,12.4,0.5,1.79,1,1,0,1,0,0,Graduate,1,16,10,1,3,14,4,11,1
22,6,3,13.9,-0.3,0.79,1,1,0,1,0,1,Graduate,1,15,6,14,23,27,5,7,1
18,5,4,10.8,1.4,1.74,1,1,1,1,0,0,Dropout,1,8,14,1,22,14,6,9,1
19,3,0,16.2,0.3,-0.92,1,1,0,1,0,0,Dropout,1,8,9,1,23,27,7,5,1
18,5,4,8.9,1.4,3.51,1,0,0,1,0,1,Enrolled,1,8,5,1,1,3,4,4,4
20,3,3,10.8,1.4,1.74,1,1,0,1,0,0,Enrolled,1,8,11,1,22,27,8,8,1
19,4,3,7.6,2.6,0.32,1,1,0,1,0,0,Enrolled,1,1,15,1,23,27,10,10,1
19,6,4,12.4,0.5,1.79,1,0,0,1,0,0,Enrolled,1,1,11,1,13,28,10,10,1
19,7,7,10.8,1.4,1.74,1,1,0,1,0,0,Graduate,1,8,12,1,22,27,6,6,1
18,0,0,12.7,3.7,-1.7,1,1,0,1,0,0,Graduate,1,1,2,1,1,14,4,10,1
21,13,12,13.9,-0.3,0.79,1,1,0,1,0,0,Graduate,1,4,5,15,1,14,4,10,1
27,5,5,8.9,1.4,3.51,0,0,0,1,0,0,Graduate,1,12,17,15,1,14,10,10,1
19,6,6,15.5,2.8,-4.06,1,0,0,1,0,0,Graduate,1,8,10,1,1,14,5,5,1
25,0,0,7.6,2.6,0.32,1,0,0,1,0,0,Dropout,4,12,6,1,19,24,1,1,1
18,7,7,10.8,1.4,1.74,1,1,0,1,0,1,Graduate,1,1,12,1,13,14,8,8,2
24,7,7,10.8,1.4,1.74,1,0,0,1,0,0,Graduate,1,12,12,3,13,1,5,9,1
20,7,7,13.9,-0.3,0.79,1,1,0,1,0,0,Graduate,1,1,12,1,1,1,5,11,3
26,5,5,12.4,0.5,1.79,0,0,0,1,0,0,Graduate,1,4,17,15,22,27,7,7,1
20,6,6,8.9,1.4,3.51,1,1,0,1,0,1,Graduate,1,1,10,1,1,28,10,8,1
18,5,5,7.6,2.6,0.32,1,0,0,1,0,0,Graduate,1,1,6,1,22,27,12,12,1
19,6,6,15.5,2.8,-4.06,1,1,0,1,0,0,Graduate,1,1,6,1,1,1,10,10,1
23,5,3,12.7,3.7,-1.7,1,1,0,1,0,0,Dropout,1,1,16,1,13,14,10,10,1
18,6,6,7.6,2.6,0.32,1,1,0,1,0,1,Graduate,1,1,12,1,22,27,10,10,4
18,0,0,12.7,3.7,-1.7,1,0,0,1,0,0,Dropout,1,1,12,1,1,14,5,6,4
19,7,8,11.1,0.6,2.02,1,0,0,1,0,1,Graduate,1,1,12,1,2,1,3,9,1
30,7,5,7.6,2.6,0.32,0,0,0,1,0,0,Graduate,1,13,17,1,1,2,5,4,1
29,0,0,15.5,2.8,-4.06,1,1,0,1,0,0,Dropout,1,15,6,14,1,2,5,7,1
19,8,8,9.4,-0.8,-3.12,1,1,0,1,0,0,Graduate,1,1,12,1,3,1,4,4,6
20,7,8,12.4,0.5,1.79,1,1,0,1,0,0,Graduate,1,8,13,1,13,2,6,4,6
20,6,6,7.6,2.6,0.32,1,0,0,1,0,0,Graduate,1,1,12,1,22,27,10,4,1
19,6,6,11.1,0.6,2.02,1,1,0,1,0,0,Graduate,1,1,14,1,23,28,4,8,4
20,3,2,10.8,1.4,1.74,1,1,0,1,0,0,Enrolled,1,8,9,1,23,2,10,3,1
21,0,0,10.8,1.4,1.74,1,1,0,1,0,0,Dropout,3,1,6,1,13,1,5,5,2
19,5,4,11.1,0.6,2.02,1,0,0,1,0,0,Graduate,1,8,14,1,13,28,5,11,1
18,7,7,10.8,1.4,1.74,1,1,0,1,0,1,Graduate,1,1,12,1,22,28,10,10,3
27,6,5,15.5,2.8,-4.06,0,0,0,1,0,1,Graduate,1,12,3,1,22,27,8,9,1
19,5,5,12.4,0.5,1.79,1,1,0,1,0,1,Graduate,1,8,9,1,23,28,7,9,2
19,0,0,7.6,2.6,0.32,1,0,0,1,0,1,Dropout,1,1,12,1,1,1,12,4,1
19,5,6,15.5,2.8,-4.06,1,1,0,1,0,0,Graduate,1,1,15,1,1,14,5,9,1
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,1,Graduate,1,1,12,1,13,14,6,6,6
20,4,6,12.4,0.5,1.79,1,0,0,1,0,1,Enrolled,1,8,11,1,13,14,6,6,1
18,6,6,12.7,3.7,-1.7,1,0,0,1,0,1,Graduate,1,1,14,1,13,27,5,6,1
19,0,0,7.6,2.6,0.32,1,1,0,1,0,0,Dropout,1,1,14,1,7,1,3,5,5
36,6,6,7.6,2.6,0.32,1,1,0,1,0,0,Graduate,2,12,12,12,22,27,10,10,1
18,0,1,10.8,1.4,1.74,1,0,0,1,0,0,Enrolled,1,14,13,1,3,4,4,3,1
18,1,3,12.7,3.7,-1.7,1,1,1,1,0,0,Enrolled,1,14,8,1,13,28,5,6,1
19,7,7,12.7,3.7,-1.7,1,1,0,1,0,0,Graduate,1,8,12,1,13,28,10,4,6
18,7,7,10.8,1.4,1.74,1,1,0,1,0,1,Graduate,1,1,12,1,13,14,8,9,5
18,4,4,9.4,-0.8,-3.12,1,0,0,1,0,0,Graduate,1,8,14,1,13,14,2,2,1
19,6,6,12.4,0.5,1.79,1,1,0,1,0,1,Graduate,1,1,10,1,22,14,10,4,1
19,7,8,13.9,-0.3,0.79,1,0,0,1,0,1,Graduate,1,1,12,1,3,1,3,2,1
18,7,8,15.5,2.8,-4.06,1,1,0,1,0,0,Dropout,1,1,12,1,1,14,8,8,2
20,6,5,11.1,0.6,2.02,1,1,0,1,0,0,Graduate,1,1,15,1,1,14,10,8,2
20,5,5,12.4,0.5,1.79,1,1,0,1,0,1,Enrolled,1,1,11,1,13,28,4,11,3
20,7,7,10.8,1.4,1.74,1,1,0,1,0,0,Graduate,1,9,12,1,23,27,6,6,1
18,7,7,10.8,1.4,1.74,1,1,0,1,0,1,Graduate,1,1,12,1,22,27,10,9,4
18,7,8,15.5,2.8,-4.06,1,1,0,1,0,0,Graduate,1,1,12,1,13,14,8,6,2
19,5,5,9.4,-0.8,-3.12,1,0,0,1,0,0,Graduate,1,8,6,1,13,27,5,8,4
19,5,4,9.4,-0.8,-3.12,1,1,0,1,0,0,Enrolled,1,1,9,1,13,28,10,8,3
44,6,2,7.6,2.6,0.32,0,0,0,1,0,0,Graduate,2,12,3,1,19,24,13,13,1
32,0,0,12.4,0.5,1.79,1,0,0,1,0,0,Dropout,1,4,4,3,23,27,6,7,1
22,5,5,12.7,3.7,-1.7,1,0,0,1,0,0,Dropout,1,14,16,1,22,14,10,9,1
36,12,11,8.9,1.4,3.51,1,1,0,1,0,0,Graduate,2,12,4,1,1,14,5,10,1
18,6,6,16.2,0.3,-0.92,1,0,0,1,0,1,Graduate,1,8,15,1,22,27,6,8,1
20,5,5,12.7,3.7,-1.7,1,1,0,1,0,0,Graduate,1,1,8,1,3,3,4,3,1
20,11,11,11.1,0.6,2.02,1,0,0,1,0,1,Graduate,1,16,5,1,13,14,6,8,1
19,5,4,15.5,2.8,-4.06,1,0,0,1,0,0,Graduate,1,8,10,1,3,1,3,4,1
24,5,5,12.4,0.5,1.79,1,1,1,1,0,0,Graduate,1,12,9,12,3,1,4,6,1
20,5,4,15.5,2.8,-4.06,1,0,0,1,0,0,Enrolled,1,8,10,1,1,1,5,10,1
27,9,5,10.8,1.4,1.74,0,0,0,1,0,0,Dropout,1,14,3,1,3,3,3,4,1
20,5,8,15.5,2.8,-4.06,1,1,0,1,0,0,Enrolled,1,1,16,1,1,28,6,11,1
23,16,13,9.4,-0.8,-3.12,1,0,0,1,0,1,Graduate,1,14,10,1,19,24,1,1,6
18,8,8,9.4,-0.8,-3.12,1,1,0,1,0,1,Graduate,1,1,12,1,13,28,5,9,5
18,5,5,12.7,3.7,-1.7,1,1,0,1,0,1,Graduate,1,8,10,1,22,27,5,10,1
20,7,7,10.8,1.4,1.74,1,1,0,1,0,1,Graduate,1,8,12,1,1,27,10,10,3
20,6,6,13.9,-0.3,0.79,1,0,0,1,0,1,Graduate,1,1,11,1,13,28,10,8,1
23,6,5,11.1,0.6,2.02,1,0,0,1,0,0,Dropout,1,1,14,1,23,14,8,11,1
20,6,6,7.6,2.6,0.32,1,1,0,1,0,0,Graduate,1,1,12,1,13,14,10,10,2
28,0,0,7.6,2.6,0.32,1,1,0,0,0,0,Dropout,1,12,11,7,19,24,1,1,1
21,4,5,7.6,2.6,0.32,1,1,0,1,0,0,Graduate,1,1,14,1,1,14,4,6,1
21,2,0,12.4,0.5,1.79,1,1,0,1,0,0,Dropout,1,1,13,1,13,14,10,10,2
28,0,0,7.6,2.6,0.32,1,0,0,1,0,0,Dropout,1,4,12,3,19,24,1,1,1
18,6,7,16.2,0.3,-0.92,1,0,0,1,0,0,Graduate,1,1,12,1,3,1,4,4,1
21,5,5,8.9,1.4,3.51,1,1,0,1,0,1,Enrolled,1,8,10,1,23,14,29,39,1
19,6,8,13.9,-0.3,0.79,1,0,0,1,0,0,Graduate,1,1,12,1,1,1,5,5,1
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,1,Graduate,1,9,12,1,1,14,2,2,6
19,0,0,7.6,2.6,0.32,1,0,0,1,0,0,Dropout,1,1,12,1,3,1,3,6,3
20,6,2,13.9,-0.3,0.79,1,0,0,1,0,0,Enrolled,1,15,6,14,23,28,10,8,1
20,6,7,12.4,0.5,1.79,1,1,0,1,0,1,Graduate,1,1,12,1,1,14,10,6,3
18,6,5,10.8,1.4,1.74,1,0,0,1,0,1,Graduate,1,8,16,1,1,27,8,10,1
20,6,4,10.8,1.4,1.74,1,1,0,1,0,0,Dropout,1,14,14,1,23,14,5,4,2
31,5,4,13.9,-0.3,0.79,1,0,0,1,0,0,Dropout,1,12,14,1,1,14,6,5,1
19,7,8,15.5,2.8,-4.06,1,1,0,1,0,1,Graduate,1,8,12,1,22,27,10,8,3
19,6,7,13.9,-0.3,0.79,1,1,0,1,0,1,Graduate,1,1,12,1,23,28,6,6,3
23,6,6,13.9,-0.3,0.79,1,0,0,1,0,0,Graduate,1,1,5,1,13,1,4,9,1
19,6,6,12.4,0.5,1.79,1,0,0,1,0,0,Graduate,1,1,14,1,22,27,6,6,1
20,6,6,7.6,2.6,0.32,1,1,0,1,0,0,Graduate,1,1,12,1,1,3,4,3,6
22,5,4,12.4,0.5,1.79,1,1,1,1,0,0,Enrolled,1,1,6,1,22,27,10,5,1
18,6,6,13.9,-0.3,0.79,1,1,0,1,0,0,Enrolled,1,1,16,1,3,1,3,6,1
27,2,1,12.7,3.7,-1.7,1,0,1,0,0,0,Dropout,1,4,8,3,13,27,12,6,3
29,1,0,12.7,3.7,-1.7,1,0,0,1,0,0,Dropout,1,12,13,12,22,28,10,10,1
18,5,5,11.1,0.6,2.02,1,1,0,1,0,0,Graduate,1,8,11,1,1,14,5,4,1
18,5,6,16.2,0.3,-0.92,1,0,0,1,0,0,Graduate,1,8,5,1,13,28,10,8,1
18,8,8,9.4,-0.8,-3.12,1,0,0,1,0,0,Graduate,1,8,12,1,23,28,8,8,1
20,3,5,9.4,-0.8,-3.12,1,1,0,1,0,0,Enrolled,1,8,6,1,22,28,10,10,3
18,6,5,11.1,0.6,2.02,1,1,0,1,0,0,Graduate,1,8,11,1,23,28,10,10,2
18,5,4,13.9,-0.3,0.79,1,0,0,0,0,0,Enrolled,1,1,5,1,1,1,5,5,1
28,1,0,10.8,1.4,1.74,1,0,0,0,0,0,Dropout,1,4,6,3,3,3,2,2,2
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,1,Graduate,1,1,12,1,22,1,8,8,2
27,4,3,12.4,0.5,1.79,1,0,0,1,0,0,Enrolled,1,12,12,12,22,28,23,34,1
26,7,5,16.2,0.3,-0.92,1,0,0,1,0,0,Enrolled,1,12,1,1,3,1,3,5,1
18,6,6,12.7,3.7,-1.7,1,1,0,1,0,0,Graduate,1,1,15,1,13,1,10,4,2
18,4,5,9.4,-0.8,-3.12,1,0,0,1,0,0,Dropout,1,1,8,1,5,5,3,3,1
21,0,0,15.5,2.8,-4.06,1,0,0,1,0,0,Dropout,1,1,9,1,1,14,5,7,2
18,4,0,9.4,-0.8,-3.12,1,1,0,1,0,0,Enrolled,1,1,5,1,4,1,3,4,2
