Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Unemployment rate,Inflation rate,GDP,Daytime/evening attendance,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Marital status,Application mode,Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Application order,Target
18,5,5,8.9,1.4,3.51,1,0,0,1,0,0,1,8,9,1,1,1,5,5,1,Graduate
37,1,0,8.9,1.4,3.51,1,1,1,0,0,1,2,12,13,12,23,27,8,8,1,Dropout
29,5,5,16.2,0.3,-0.92,0,0,0,1,0,0,1,8,17,15,22,27,7,7,1,Graduate
18,6,6,7.6,2.6,0.32,1,0,0,1,0,0,1,8,5,1,22,27,10,10,3,Enrolled
19,5,5,12.4,0.5,1.79,1,1,0,1,0,1,1,1,10,1,1,1,10,9,1,Graduate
22,6,2,16.2,0.3,-0.92,1,1,1,0,0,0,1,14,10,1,1,1,4,2,1,Dropout
20,6,5,15.5,2.8,-4.06,1,0,0,1,0,1,1,1,11,1,22,28,10,8,1,Graduate
34,0,0,12.7,3.7,-1.7,0,0,0,1,0,0,1,12,3,1,22,27,13,13,1,Dropout
30,8,6,7.6,2.6,0.32,1,0,1,0,0,0,1,14,7,1,22,28,10,10,1,Dropout
18,6,6,10.8,1.4,1.74,1,0,0,1,0,0,1,1,10,1,1,1,5,5,1,Graduate
18,6,6,12.4,0.5,1.79,1,0,0,1,0,0,1,1,10,1,23,14,10,6,1,Graduate
18,4,3,9.4,-0.8,-3.12,1,1,0,1,0,0,1,1,15,1,3,1,2,4,2,Graduate
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,0,1,8,12,1,4,1,3,4,4,Graduate
19,5,5,12.7,3.7,-1.7,1,1,0,1,0,1,1,1,15,1,23,28,10,10,2,Graduate
19,6,6,10.8,1.4,1.74,1,1,0,1,0,1,1,1,5,1,22,27,10,10,1,Graduate
18,7,7,12.7,3.7,-1.7,1,0,0,1,0,1,1,1,12,1,1,1,10,10,5,Graduate
21,6,5,13.9,-0.3,0.79,1,0,0,1,0,1,1,15,4,14,22,28,5,9,1,Graduate
20,2,1,7.6,2.6,0.32,1,1,0,0,0,0,1,1,9,1,1,14,10,10,2,Dropout
20,5,5,13.9,-0.3,0.79,1,1,0,1,0,0,1,8,9,1,10,14,5,9,1,Graduate
19,7,8,11.1,0.6,2.02,1,0,0,1,0,0,1,1,12,1,5,1,3,6,1,Graduate
20,6,6,16.2,0.3,-0.92,1,0,0,1,0,0,1,1,10,1,1,28,5,6,1,Graduate
18,7,8,13.9,-0.3,0.79,1,1,0,1,0,0,1,8,12,1,10,1,5,11,3,Graduate
20,5,3,12.7,3.7,-1.7,1,0,0,1,0,0,1,13,16,1,22,28,4,4,1,Dropout
29,7,5,7.6,2.6,0.32,1,0,1,0,0,0,2,4,8,3,5,4,3,1,1,Dropout
18,7,8,12.4,0.5,1.79,1,0,0,1,0,1,1,1,12,1,13,14,6,7,1,Enrolled
20,7,7,15.5,2.8,-4.06,1,1,0,1,0,1,1,1,12,1,13,14,6,6,1,Graduate
22,4,4,16.2,0.3,-0.92,1,1,0,1,0,1,1,7,9,1,23,27,10,10,2,Graduate
47,5,6,16.2,0.3,-0.92,0,1,0,1,0,1,4,1,3,1,24,14,5,11,1,Graduate
31,5,5,8.9,1.4,3.51,0,0,0,1,0,0,2,16,17,1,22,27,9,5,1,Graduate
21,5,6,16.2,0.3,-0.92,1,0,0,1,0,1,1,1,5,1,13,27,8,6,1,Graduate
21,5,6,7.6,2.6,0.32,0,0,0,1,0,0,1,1,3,1,23,28,1,1,1,Graduate
24,6,6,7.6,2.6,0.32,1,0,0,1,0,0,2,12,15,9,1,1,5,5,1,Graduate
18,6,6,15.5,2.8,-4.06,1,0,0,1,0,0,1,8,5,1,4,27,3,10,1,Enrolled
32,4,4,7.6,2.6,0.32,0,0,0,1,0,0,1,12,3,11,19,1,12,3,1,Graduate
19,6,6,10.8,1.4,1.74,0,1,0,1,0,1,1,9,3,1,3,1,4,5,2,Graduate
24,8,8,9.4,-0.8,-3.12,1,1,0,1,0,0,1,12,12,1,3,3,2,2,1,Graduate
19,6,6,15.5,2.8,-4.06,1,1,0,1,0,0,1,8,6,1,13,14,5,11,4,Graduate
19,6,6,13.9,-0.3,0.79,1,0,1,1,0,1,1,15,4,14,13,27,7,7,1,Graduate
24,6,5,12.4,0.5,1.79,1,0,0,1,0,0,1,15,4,14,22,27,10,5,1,Enrolled
18,6,6,8.9,1.4,3.51,1,1,0,1,0,1,1,8,10,1,13,14,29,29,4,Graduate
19,5,2,8.9,1.4,3.51,1,1,0,1,0,1,1,1,5,1,23,27,4,7,1,Dropout
19,7,7,10.8,1.4,1.74,1,0,0,1,0,1,2,1,12,1,3,28,3,5,1,Graduate
18,6,6,12.4,0.5,1.79,1,1,0,1,0,1,1,8,15,1,13,28,10,9,2,Graduate
18,6,6,12.4,0.5,1.79,1,1,0,1,0,0,1,1,10,1,1,1,4,4,1,Graduate
20,7,8,12.4,0.5,1.79,1,1,0,1,0,0,1,8,13,1,1,1,5,11,4,Graduate
18,8,8,9.4,-0.8,-3.12,1,0,0,1,0,0,1,1,12,1,13,28,6,8,1,Graduate
18,6,6,11.1,0.6,2.02,1,1,0,1,0,0,1,8,14,1,23,28,10,8,4,Graduate
21,4,5,10.8,1.4,1.74,1,1,0,1,0,1,1,1,6,1,23,27,10,10,2,Graduate
18,7,8,15.5,2.8,-4.06,1,0,0,1,0,1,1,1,12,1,13,14,5,10,1,Graduate
18,2,4,9.4,-0.8,-3.12,1,0,1,0,0,0,1,16,14,1,13,14,6,6,1,Dropout
19,0,0,9.4,-0.8,-3.12,1,1,0,1,0,0,1,8,10,1,1,9,5,4,2,Dropout
19,4,4,10.8,1.4,1.74,1,1,0,1,0,0,1,1,14,1,1,14,5,11,1,Enrolled
18,6,4,11.1,0.6,2.02,1,1,0,1,0,0,1,8,14,1,1,14,6,6,4,Graduate
34,1,0,12.7,3.7,-1.7,1,1,0,1,0,0,1,12,8,3,3,1,12,12,1,Dropout
19,5,5,7.6,2.6,0.32,1,0,0,1,0,0,1,1,6,1,9,9,12,12,3,Graduate
19,5,2,12.4,0.5,1.79,1,1,1,0,0,0,1,15,8,14,22,27,8,9,1,Dropout
26,6,6,11.1,0.6,2.02,1,0,1,1,0,0,1,16,10,1,3,14,3,2,1,Graduate
21,3,3,7.6,2.6,0.32,1,1,0,1,0,0,1,8,16,1,19,24,1,1,1,Dropout
18,5,5,11.1,0.6,2.02,1,0,0,1,0,1,1,8,9,1,13,14,5,9,2,Graduate
20,5,5,9.4,-0.8,-3.12,1,1,0,1,0,1,1,8,16,1,23,28,6,8,4,Graduate
25,2,0,11.1,0.6,2.02,1,0,0,1,0,0,1,16,9,1,1,1,5,5,1,Dropout
18,5,5,11.1,0.6,2.02,1,0,0,1,0,0,1,1,9,1,1,28,5,4,1,Graduate
18,7,8,16.2,0.3,-0.92,1,1,0,1,0,1,1,1,12,1,13,14,4,7,1,Graduate
19,7,8,11.1,0.6,2.02,1,0,0,1,0,0,1,1,12,1,26,14,4,6,1,Graduate
18,6,6,12.4,0.5,1.79,1,0,0,1,0,1,1,1,10,1,13,28,6,10,1,Graduate
20,6,6,15.5,2.8,-4.06,1,0,0,1,0,0,1,8,12,1,23,28,8,8,1,Enrolled
26,0,0,8.9,1.4,3.51,1,0,1,0,0,0,1,4,6,15,13,14,10,6,1,Dropout
19,7,7,10.8,1.4,1.74,1,1,0,1,0,1,1,13,12,1,22,27,8,10,1,Graduate
19,7,8,16.2,0.3,-0.92,1,0,0,1,0,0,1,1,12,1,1,1,6,2,1,Graduate
19,5,8,7.6,2.6,0.32,1,0,0,1,0,0,1,14,9,1,22,27,10,10,4,Graduate
19,3,3,7.6,2.6,0.32,1,1,0,1,0,0,1,3,6,1,1,14,8,6,3,Enrolled
18,6,3,16.2,0.3,-0.92,1,1,0,1,0,0,1,1,11,1,13,14,6,9,1,Graduate
19,6,6,7.6,2.6,0.32,1,1,0,1,0,0,1,14,12,6,1,27,10,10,1,Graduate
18,6,5,13.9,-0.3,0.79,1,0,1,1,0,0,1,1,10,1,1,1,10,7,1,Graduate
18,5,5,9.4,-0.8,-3.12,1,1,0,1,0,0,1,1,16,1,2,14,5,5,1,Enrolled
18,5,5,9.4,-0.8,-3.12,1,1,0,1,0,0,1,1,6,1,13,28,10,6,1,Enrolled
18,5,6,11.1,0.6,2.02,1,1,0,1,0,0,1,1,16,1,1,28,10,7,1,Enrolled
26,0,0,16.2,0.3,-0.92,1,0,1,1,0,0,1,15,7,14,13,27,5,8,1,Dropout
20,6,6,12.4,0.5,1.79,1,1,0,1,0,0,1,1,10,1,23,28,8,8,1,Graduate
19,6,6,12.7,3.7,-1.7,0,0,0,1,0,0,1,1,3,1,22,28,10,11,1,Graduate
18,6,6,9.4,-0.8,-3.12,1,1,0,1,0,1,1,1,10,1,19,27,5,10,1,Graduate
19,6,6,13.9,-0.3,0.79,1,0,0,1,0,0,1,15,10,14,23,27,8,8,1,Graduate
40,7,7,12.4,0.5,1.79,1,0,1,1,0,0,1,4,16,15,26,3,3,2,1,Graduate
18,8,8,9.4,-0.8,-3.12,1,1,0,1,0,1,1,1,12,1,23,28,8,8,4,Graduate
19,5,6,13.9,-0.3,0.79,1,0,0,1,0,0,1,8,10,1,3,1,10,11,1,Graduate
18,4,4,7.6,2.6,0.32,1,0,0,1,0,0,1,8,8,1,2,7,4,6,1,Graduate
19,4,3,9.4,-0.8,-3.12,1,1,0,1,0,0,1,1,6,1,1,2,4,2,1,Enrolled
18,0,0,15.5,2.8,-4.06,1,1,0,1,0,0,1,1,2,1,3,3,3,3,1,Dropout
33,6,6,12.4,0.5,1.79,0,1,0,1,0,0,2,12,3,1,22,27,10,10,1,Graduate
35,6,6,16.2,0.3,-0.92,1,0,0,1,0,0,1,12,4,3,3,3,2,3,1,Graduate
26,4,2,9.4,-0.8,-3.12,1,1,0,1,0,0,1,13,9,1,22,28,10,2,1,Enrolled
18,6,6,9.4,-0.8,-3.12,1,1,0,1,0,0,1,1,15,1,13,14,8,6,1,Graduate
36,13,9,15.5,2.8,-4.06,1,0,0,1,0,0,1,14,10,1,22,27,10,10,1,Enrolled
39,5,5,10.8,1.4,1.74,0,0,0,1,0,0,4,12,17,1,22,27,7,7,1,Graduate
44,6,6,12.7,3.7,-1.7,1,0,0,1,0,0,2,12,10,1,22,27,10,10,1,Graduate
20,5,4,9.4,-0.8,-3.12,0,0,0,1,0,0,1,1,3,1,3,1,4,10,2,Enrolled
24,4,4,12.7,3.7,-1.7,1,1,0,1,0,0,1,1,11,1,13,14,10,10,1,Dropout
20,6,6,12.4,0.5,1.79,1,0,0,1,0,1,1,14,15,1,13,14,10,9,1,Graduate
19,0,0,9.4,-0.8,-3.12,1,1,0,0,0,0,1,1,2,1,1,1,10,6,4,Dropout
18,6,6,7.6,2.6,0.32,1,0,1,1,0,1,2,1,12,1,22,28,10,8,1,Graduate
22,5,0,10.8,1.4,1.74,1,0,1,0,0,0,1,1,11,1,13,14,5,7,1,Dropout
18,6,6,11.1,0.6,2.02,1,1,0,1,0,0,1,8,6,1,13,1,5,6,1,Graduate
24,6,7,13.9,-0.3,0.79,1,0,0,1,0,0,1,12,12,12,23,27,10,10,1,Graduate
33,0,0,12.7,3.7,-1.7,0,0,0,1,0,0,1,12,17,1,22,27,12,9,1,Dropout
30,0,0,11.1,0.6,2.02,1,0,1,1,0,1,1,12,4,1,22,27,4,9,1,Enrolled
26,0,0,8.9,1.4,3.51,1,0,0,1,0,0,1,12,6,17,3,29,3,4,1,Dropout
18,6,6,10.8,1.4,1.74,1,1,0,1,0,0,1,8,16,1,13,28,5,2,4,Graduate
19,3,2,10.8,1.4,1.74,1,0,1,1,0,0,1,1,15,1,22,28,10,8,1,Dropout
20,3,4,16.2,0.3,-0.92,1,1,0,1,0,0,1,8,9,1,13,28,10,11,4,Enrolled
22,8,7,8.9,1.4,3.51,1,1,0,1,0,1,1,17,6,16,13,27,10,9,1,Graduate
19,5,5,7.6,2.6,0.32,1,1,0,1,0,0,1,1,12,1,1,1,10,2,4,Enrolled
21,6,6,15.5,2.8,-4.06,1,1,0,1,0,1,1,1,6,1,22,28,8,6,1,Graduate
21,6,6,7.6,2.6,0.32,1,1,0,1,0,1,1,1,12,1,13,28,5,9,4,Graduate
19,1,5,7.6,2.6,0.32,1,0,0,1,0,0,1,8,6,1,13,27,3,8,1,Enrolled
19,7,6,8.9,1.4,3.51,1,1,0,1,0,1,1,1,16,1,23,27,29,46,1,Graduate
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,0,1,1,12,1,13,14,10,6,6,Dropout
50,11,7,16.2,0.3,-0.92,0,0,0,1,0,0,2,14,3,1,22,29,10,5,1,Graduate
31,4,4,13.9,-0.3,0.79,0,0,0,1,0,1,4,12,17,1,23,14,10,8,1,Enrolled
19,6,6,15.5,2.8,-4.06,1,0,0,1,0,1,1,8,15,1,1,14,5,8,1,Graduate
35,5,5,13.9,-0.3,0.79,0,0,0,1,0,0,4,12,17,1,1,27,20,43,1,Graduate
31,0,0,12.7,3.7,-1.7,1,0,0,1,0,0,2,12,6,12,23,28,5,8,1,Dropout
42,10,10,11.1,0.6,2.02,0,0,1,1,0,0,2,16,3,12,22,27,10,10,1,Enrolled
34,0,0,9.4,-0.8,-3.12,1,1,0,0,0,0,1,9,9,1,22,27,10,10,4,Dropout
18,7,8,12.4,0.5,1.79,1,1,0,1,0,1,1,1,12,1,1,1,5,5,1,Graduate
18,7,6,8.9,1.4,3.51,1,1,0,0,0,1,1,8,16,1,3,3,4,4,1,Enrolled
21,5,2,16.2,0.3,-0.92,1,1,0,1,0,0,1,15,6,14,22,28,6,7,1,Enrolled
26,5,6,16.2,0.3,-0.92,1,0,0,1,0,1,4,12,12,12,23,14,6,8,1,Dropout
20,6,8,13.9,-0.3,0.79,1,0,0,1,0,0,1,14,12,1,13,27,9,9,1,Enrolled
19,3,3,7.6,2.6,0.32,1,0,0,1,0,0,1,1,10,1,23,28,6,8,1,Enrolled
19,6,6,15.5,2.8,-4.06,1,0,0,1,0,1,1,1,16,1,13,14,6,6,1,Graduate
20,9,8,8.9,1.4,3.51,1,0,0,1,0,0,1,17,9,16,3,4,3,2,1,Graduate
19,6,6,7.6,2.6,0.32,1,0,0,1,0,0,1,1,10,1,19,24,1,1,1,Graduate
18,6,6,7.6,2.6,0.32,1,0,0,1,0,0,1,1,16,1,22,27,10,10,1,Graduate
28,11,10,10.8,1.4,1.74,0,0,0,1,0,0,1,12,17,3,22,27,10,10,1,Graduate
22,5,5,15.5,2.8,-4.06,1,1,0,1,0,0,1,8,16,1,1,14,5,6,1,Enrolled
21,6,6,13.9,-0.3,0.79,0,0,0,1,0,1,1,15,3,14,22,27,8,8,1,Graduate
21,4,1,12.4,0.5,1.79,1,1,0,1,0,0,1,15,6,14,4,28,5,6,1,Enrolled
26,5,5,16.2,0.3,-0.92,1,0,0,1,0,0,1,12,12,1,1,14,6,4,1,Enrolled
18,5,5,7.6,2.6,0.32,1,1,1,0,0,0,1,1,15,1,18,27,8,8,6,Dropout
20,2,2,7.6,2.6,0.32,1,0,0,0,0,0,1,8,6,1,1,1,10,11,2,Dropout
18,6,6,11.1,0.6,2.02,1,0,0,1,0,0,1,8,6,1,1,14,5,4,2,Graduate
19,7,7,10.8,1.4,1.74,1,1,0,1,0,1,1,1,12,1,1,1,5,10,4,Graduate
20,11,11,12.4,0.5,1.79,1,1,0,1,0,0,1,16,10,1,3,14,4,11,1,Graduate
22,6,3,13.9,-0.3,0.79,1,1,0,1,0,1,1,15,6,14,23,27,5,7,1,Graduate
18,5,4,10.8,1.4,1.74,1,1,1,1,0,0,1,8,14,1,22,14,6,9,1,Dropout
19,3,0,16.2,0.3,-0.92,1,1,0,1,0,0,1,8,9,1,23,27,7,5,1,Dropout
18,5,4,8.9,1.4,3.51,1,0,0,1,0,1,1,8,5,1,1,3,4,4,4,Enrolled
20,3,3,10.8,1.4,1.74,1,1,0,1,0,0,1,8,11,1,22,27,8,8,1,Enrolled
19,4,3,7.6,2.6,0.32,1,1,0,1,0,0,1,1,15,1,23,27,10,10,1,Enrolled
19,6,4,12.4,0.5,1.79,1,0,0,1,0,0,1,1,11,1,13,28,10,10,1,Enrolled
19,7,7,10.8,1.4,1.74,1,1,0,1,0,0,1,8,12,1,22,27,6,6,1,Graduate
18,0,0,12.7,3.7,-1.7,1,1,0,1,0,0,1,1,2,1,1,14,4,10,1,Graduate
21,13,12,13.9,-0.3,0.79,1,1,0,1,0,0,1,4,5,15,1,14,4,10,1,Graduate
27,5,5,8.9,1.4,3.51,0,0,0,1,0,0,1,12,17,15,1,14,10,10,1,Graduate
19,6,6,15.5,2.8,-4.06,1,0,0,1,0,0,1,8,10,1,1,14,5,5,1,Graduate
25,0,0,7.6,2.6,0.32,1,0,0,1,0,0,4,12,6,1,19,24,1,1,1,Dropout
18,7,7,10.8,1.4,1.74,1,1,0,1,0,1,1,1,12,1,13,14,8,8,2,Graduate
24,7,7,10.8,1.4,1.74,1,0,0,1,0,0,1,12,12,3,13,1,5,9,1,Graduate
20,7,7,13.9,-0.3,0.79,1,1,0,1,0,0,1,1,12,1,1,1,5,11,3,Graduate
26,5,5,12.4,0.5,1.79,0,0,0,1,0,0,1,4,17,15,22,27,7,7,1,Graduate
20,6,6,8.9,1.4,3.51,1,1,0,1,0,1,1,1,10,1,1,28,10,8,1,Graduate
18,5,5,7.6,2.6,0.32,1,0,0,1,0,0,1,1,6,1,22,27,12,12,1,Graduate
19,6,6,15.5,2.8,-4.06,1,1,0,1,0,0,1,1,6,1,1,1,10,10,1,Graduate
23,5,3,12.7,3.7,-1.7,1,1,0,1,0,0,1,1,16,1,13,14,10,10,1,Dropout
18,6,6,7.6,2.6,0.32,1,1,0,1,0,1,1,1,12,1,22,27,10,10,4,Graduate
18,0,0,12.7,3.7,-1.7,1,0,0,1,0,0,1,1,12,1,1,14,5,6,4,Dropout
19,7,8,11.1,0.6,2.02,1,0,0,1,0,1,1,1,12,1,2,1,3,9,1,Graduate
30,7,5,7.6,2.6,0.32,0,0,0,1,0,0,1,13,17,1,1,2,5,4,1,Graduate
29,0,0,15.5,2.8,-4.06,1,1,0,1,0,0,1,15,6,14,1,2,5,7,1,Dropout
19,8,8,9.4,-0.8,-3.12,1,1,0,1,0,0,1,1,12,1,3,1,4,4,6,Graduate
20,7,8,12.4,0.5,1.79,1,1,0,1,0,0,1,8,13,1,13,2,6,4,6,Graduate
20,6,6,7.6,2.6,0.32,1,0,0,1,0,0,1,1,12,1,22,27,10,4,1,Graduate
19,6,6,11.1,0.6,2.02,1,1,0,1,0,0,1,1,14,1,23,28,4,8,4,Graduate
20,3,2,10.8,1.4,1.74,1,1,0,1,0,0,1,8,9,1,23,2,10,3,1,Enrolled
21,0,0,10.8,1.4,1.74,1,1,0,1,0,0,3,1,6,1,13,1,5,5,2,Dropout
19,5,4,11.1,0.6,2.02,1,0,0,1,0,0,1,8,14,1,13,28,5,11,1,Graduate
18,7,7,10.8,1.4,1.74,1,1,0,1,0,1,1,1,12,1,22,28,10,10,3,Graduate
27,6,5,15.5,2.8,-4.06,0,0,0,1,0,1,1,12,3,1,22,27,8,9,1,Graduate
19,5,5,12.4,0.5,1.79,1,1,0,1,0,1,1,8,9,1,23,28,7,9,2,Graduate
19,0,0,7.6,2.6,0.32,1,0,0,1,0,1,1,1,12,1,1,1,12,4,1,Dropout
19,5,6,15.5,2.8,-4.06,1,1,0,1,0,0,1,1,15,1,1,14,5,9,1,Graduate
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,1,1,1,12,1,13,14,6,6,6,Graduate
20,4,6,12.4,0.5,1.79,1,0,0,1,0,1,1,8,11,1,13,14,6,6,1,Enrolled
18,6,6,12.7,3.7,-1.7,1,0,0,1,0,1,1,1,14,1,13,27,5,6,1,Graduate
19,0,0,7.6,2.6,0.32,1,1,0,1,0,0,1,1,14,1,7,1,3,5,5,Dropout
36,6,6,7.6,2.6,0.32,1,1,0,1,0,0,2,12,12,12,22,27,10,10,1,Graduate
18,0,1,10.8,1.4,1.74,1,0,0,1,0,0,1,14,13,1,3,4,4,3,1,Enrolled
18,1,3,12.7,3.7,-1.7,1,1,1,1,0,0,1,14,8,1,13,28,5,6,1,Enrolled
19,7,7,12.7,3.7,-1.7,1,1,0,1,0,0,1,8,12,1,13,28,10,4,6,Graduate
18,7,7,10.8,1.4,1.74,1,1,0,1,0,1,1,1,12,1,13,14,8,9,5,Graduate
18,4,4,9.4,-0.8,-3.12,1,0,0,1,0,0,1,8,14,1,13,14,2,2,1,Graduate
19,6,6,12.4,0.5,1.79,1,1,0,1,0,1,1,1,10,1,22,14,10,4,1,Graduate
19,7,8,13.9,-0.3,0.79,1,0,0,1,0,1,1,1,12,1,3,1,3,2,1,Graduate
18,7,8,15.5,2.8,-4.06,1,1,0,1,0,0,1,1,12,1,1,14,8,8,2,Dropout
20,6,5,11.1,0.6,2.02,1,1,0,1,0,0,1,1,15,1,1,14,10,8,2,Graduate
20,5,5,12.4,0.5,1.79,1,1,0,1,0,1,1,1,11,1,13,28,4,11,3,Enrolled
20,7,7,10.8,1.4,1.74,1,1,0,1,0,0,1,9,12,1,23,27,6,6,1,Graduate
18,7,7,10.8,1.4,1.74,1,1,0,1,0,1,1,1,12,1,22,27,10,9,4,Graduate
18,7,8,15.5,2.8,-4.06,1,1,0,1,0,0,1,1,12,1,13,14,8,6,2,Graduate
19,5,5,9.4,-0.8,-3.12,1,0,0,1,0,0,1,8,6,1,13,27,5,8,4,Graduate
19,5,4,9.4,-0.8,-3.12,1,1,0,1,0,0,1,1,9,1,13,28,10,8,3,Enrolled
44,6,2,7.6,2.6,0.32,0,0,0,1,0,0,2,12,3,1,19,24,13,13,1,Graduate
32,0,0,12.4,0.5,1.79,1,0,0,1,0,0,1,4,4,3,23,27,6,7,1,Dropout
22,5,5,12.7,3.7,-1.7,1,0,0,1,0,0,1,14,16,1,22,14,10,9,1,Dropout
36,12,11,8.9,1.4,3.51,1,1,0,1,0,0,2,12,4,1,1,14,5,10,1,Graduate
18,6,6,16.2,0.3,-0.92,1,0,0,1,0,1,1,8,15,1,22,27,6,8,1,Graduate
20,5,5,12.7,3.7,-1.7,1,1,0,1,0,0,1,1,8,1,3,3,4,3,1,Graduate
20,11,11,11.1,0.6,2.02,1,0,0,1,0,1,1,16,5,1,13,14,6,8,1,Graduate
19,5,4,15.5,2.8,-4.06,1,0,0,1,0,0,1,8,10,1,3,1,3,4,1,Graduate
24,5,5,12.4,0.5,1.79,1,1,1,1,0,0,1,12,9,12,3,1,4,6,1,Graduate
20,5,4,15.5,2.8,-4.06,1,0,0,1,0,0,1,8,10,1,1,1,5,10,1,Enrolled
27,9,5,10.8,1.4,1.74,0,0,0,1,0,0,1,14,3,1,3,3,3,4,1,Dropout
20,5,8,15.5,2.8,-4.06,1,1,0,1,0,0,1,1,16,1,1,28,6,11,1,Enrolled
23,16,13,9.4,-0.8,-3.12,1,0,0,1,0,1,1,14,10,1,19,24,1,1,6,Graduate
18,8,8,9.4,-0.8,-3.12,1,1,0,1,0,1,1,1,12,1,13,28,5,9,5,Graduate
18,5,5,12.7,3.7,-1.7,1,1,0,1,0,1,1,8,10,1,22,27,5,10,1,Graduate
20,7,7,10.8,1.4,1.74,1,1,0,1,0,1,1,8,12,1,1,27,10,10,3,Graduate
20,6,6,13.9,-0.3,0.79,1,0,0,1,0,1,1,1,11,1,13,28,10,8,1,Graduate
23,6,5,11.1,0.6,2.02,1,0,0,1,0,0,1,1,14,1,23,14,8,11,1,Dropout
20,6,6,7.6,2.6,0.32,1,1,0,1,0,0,1,1,12,1,13,14,10,10,2,Graduate
28,0,0,7.6,2.6,0.32,1,1,0,0,0,0,1,12,11,7,19,24,1,1,1,Dropout
21,4,5,7.6,2.6,0.32,1,1,0,1,0,0,1,1,14,1,1,14,4,6,1,Graduate
21,2,0,12.4,0.5,1.79,1,1,0,1,0,0,1,1,13,1,13,14,10,10,2,Dropout
28,0,0,7.6,2.6,0.32,1,0,0,1,0,0,1,4,12,3,19,24,1,1,1,Dropout
18,6,7,16.2,0.3,-0.92,1,0,0,1,0,0,1,1,12,1,3,1,4,4,1,Graduate
21,5,5,8.9,1.4,3.51,1,1,0,1,0,1,1,8,10,1,23,14,29,39,1,Enrolled
19,6,8,13.9,-0.3,0.79,1,0,0,1,0,0,1,1,12,1,1,1,5,5,1,Graduate
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,1,1,9,12,1,1,14,2,2,6,Graduate
19,0,0,7.6,2.6,0.32,1,0,0,1,0,0,1,1,12,1,3,1,3,6,3,Dropout
20,6,2,13.9,-0.3,0.79,1,0,0,1,0,0,1,15,6,14,23,28,10,8,1,Enrolled
20,6,7,12.4,0.5,1.79,1,1,0,1,0,1,1,1,12,1,1,14,10,6,3,Graduate
18,6,5,10.8,1.4,1.74,1,0,0,1,0,1,1,8,16,1,1,27,8,10,1,Graduate
20,6,4,10.8,1.4,1.74,1,1,0,1,0,0,1,14,14,1,23,14,5,4,2,Dropout
31,5,4,13.9,-0.3,0.79,1,0,0,1,0,0,1,12,14,1,1,14,6,5,1,Dropout
19,7,8,15.5,2.8,-4.06,1,1,0,1,0,1,1,8,12,1,22,27,10,8,3,Graduate
19,6,7,13.9,-0.3,0.79,1,1,0,1,0,1,1,1,12,1,23,28,6,6,3,Graduate
23,6,6,13.9,-0.3,0.79,1,0,0,1,0,0,1,1,5,1,13,1,4,9,1,Graduate
19,6,6,12.4,0.5,1.79,1,0,0,1,0,0,1,1,14,1,22,27,6,6,1,Graduate
20,6,6,7.6,2.6,0.32,1,1,0,1,0,0,1,1,12,1,1,3,4,3,6,Graduate
22,5,4,12.4,0.5,1.79,1,1,1,1,0,0,1,1,6,1,22,27,10,5,1,Enrolled
18,6,6,13.9,-0.3,0.79,1,1,0,1,0,0,1,1,16,1,3,1,3,6,1,Enrolled
27,2,1,12.7,3.7,-1.7,1,0,1,0,0,0,1,4,8,3,13,27,12,6,3,Dropout
29,1,0,12.7,3.7,-1.7,1,0,0,1,0,0,1,12,13,12,22,28,10,10,1,Dropout
18,5,5,11.1,0.6,2.02,1,1,0,1,0,0,1,8,11,1,1,14,5,4,1,Graduate
18,5,6,16.2,0.3,-0.92,1,0,0,1,0,0,1,8,5,1,13,28,10,8,1,Graduate
18,8,8,9.4,-0.8,-3.12,1,0,0,1,0,0,1,8,12,1,23,28,8,8,1,Graduate
20,3,5,9.4,-0.8,-3.12,1,1,0,1,0,0,1,8,6,1,22,28,10,10,3,Enrolled
18,6,5,11.1,0.6,2.02,1,1,0,1,0,0,1,8,11,1,23,28,10,10,2,Graduate
18,5,4,13.9,-0.3,0.79,1,0,0,0,0,0,1,1,5,1,1,1,5,5,1,Enrolled
28,1,0,10.8,1.4,1.74,1,0,0,0,0,0,1,4,6,3,3,3,2,2,2,Dropout
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,1,1,1,12,1,22,1,8,8,2,Graduate
27,4,3,12.4,0.5,1.79,1,0,0,1,0,0,1,12,12,12,22,28,23,34,1,Enrolled
26,7,5,16.2,0.3,-0.92,1,0,0,1,0,0,1,12,1,1,3,1,3,5,1,Enrolled
18,6,6,12.7,3.7,-1.7,1,1,0,1,0,0,1,1,15,1,13,1,10,4,2,Graduate
18,4,5,9.4,-0.8,-3.12,1,0,0,1,0,0,1,1,8,1,5,5,3,3,1,Dropout
21,0,0,15.5,2.8,-4.06,1,0,0,1,0,0,1,1,9,1,1,14,5,7,2,Dropout
18,4,0,9.4,-0.8,-3.12,1,1,0,1,0,0,1,1,5,1,4,1,3,4,2,Enrolled
